year,data
1901,9.748865127563477
1902,9.864603042602539
1903,10.130159378051758
1904,10.412126541137695
1905,9.815634727478027
1906,10.247471809387207
1907,9.990144729614258
1908,9.945898056030273
1909,9.493318557739258
1910,10.104721069335938
1911,11.03297233581543
1912,10.178327560424805
1913,10.666511535644531
1914,10.242234230041504
1915,10.10299301147461
1916,10.387951850891113
1917,9.434648513793945
1918,10.341588973999023
1919,9.83338451385498
1920,10.58108901977539
1921,11.187822341918945
1922,9.917621612548828
1923,10.681036949157715
1924,10.315814971923828
1925,10.100619316101074
1926,11.003069877624512
1927,10.579954147338867
1928,11.14700698852539
1929,10.344143867492676
1930,10.948890686035156
1931,10.11292552947998
1932,10.364473342895508
1933,10.415506362915039
1934,11.04115104675293
1935,10.39050579071045
1936,10.489396095275879
1937,11.006449699401855
1938,10.44994831085205
1939,10.320613861083984
1940,9.912151336669922
1941,9.92208480834961
1942,10.327167510986328
1943,11.377012252807617
1944,10.579437255859375
1945,11.368240356445312
1946,10.5856294631958
1947,11.440170288085938
1948,11.025876998901367
1949,11.421723365783691
1950,10.845149993896484
1951,10.565943717956543
1952,10.758410453796387
1953,10.698633193969727
1954,10.235836029052734
1955,10.747213363647461
1956,9.741924285888672
1957,10.711532592773438
1958,10.655082702636719
1959,11.480727195739746
1960,10.739267349243164
1961,11.384622573852539
1962,9.879179000854492
1963,9.457249641418457
1964,10.518937110900879
1965,10.051729202270508
1966,10.833462715148926
1967,10.715582847595215
1968,10.381888389587402
1969,10.331965446472168
1970,10.449174880981445
1971,10.439474105834961
1972,10.136919021606445
1973,10.450515747070312
1974,10.702863693237305
1975,10.627786636352539
1976,10.977631568908691
1977,10.65043830871582
1978,10.176496505737305
1979,10.386661529541016
1980,9.974020004272461
1981,10.682120323181152
1982,11.37657356262207
1983,11.107559204101562
1984,10.460216522216797
1985,10.125515937805176
1986,10.379695892333984
1987,10.37928295135498
1988,11.217905044555664
1989,11.77322006225586
1990,11.803327560424805
1991,10.786945343017578
1992,11.123580932617188
1993,10.801290512084961
1994,12.00046443939209
1995,11.645407676696777
1996,10.679902076721191
1997,11.925799369812012
1998,11.338415145874023
1999,11.773580551147461
2000,11.91726016998291
2001,11.430418014526367
2002,11.870794296264648
2003,11.921104431152344
2004,11.379541397094727
2005,11.313467025756836
2006,11.914087295532227
2007,11.653534889221191
2008,11.322032928466797
2009,11.70998477935791
